Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
Chu Chu and the Philly Flash,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,-122.4100923,37.7923883,Nob Hill,tt0082177,1981,movie,Comedy,"Flash used to be a talented baseball player, but he took to drinking and now he sells stolen watches in the streets. One day he meets Chu Chu, who, before falling into alcoholism like him, was a successful entertainer. Now she still dances, but in the streets, for no more than a cent or two. Luck seems to smile at them the day they find stolen government documents forgotten some place. They decide to return them to their legal owners, but instead of the expected reward money, all they get is a load of trouble.",English,United States,PG,92,3 nominations,4.2,352,,,https://m.media-amazon.com/images/M/MV5BM2Y4NmM0YjgtZGMzMy00NzY2LThhMzEtZjAzYjFmOWUwNmE3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,,
Chance,157 Commonwealth,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,-122.4559379,37.7825888,Presidio Heights,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
Blue Jasmine,Motel Capri,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,-122.433029,37.799185,Marina,tt2334873,2013,movie,"Comedy, Drama, Romance","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",English,United States,PG-13,98,Won 1 Oscar. 56 wins & 83 nominations total,7.3,218419,78,"$33,405,481 ",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,90%,78/100
MDMA,420 Mason St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,-122.4098403,37.7875748,Tenderloin,tt3664992,2017,movie,"Crime, Drama","""Angie"" (Annie Q), a damaged girl from a tough urban background, is accepted at a prestigious university in the 80s. When her financial aid is cut, she breaks into the organic chemistry lab and synthesizes the drug Ecstasy. She becomes one of the west coast's largest distributors of ""X,"" cutting deals on campus and in posh nightclubs. Her dual life as ""model minority"" coed and profit-driven drug dealer is further complicated by her desire to help ""Bree,"" a young girl from the ghetto who reminds Angie of her own dark past. She lives the high life until her recklessness instigates a sudden tragedy from which she may not recover. Will she learn to give and receive the love necessary to transcend her past and step into the light?",English,United States,Not Rated,98,1 win & 1 nomination,5.3,782,60,,https://m.media-amazon.com/images/M/MV5BN2Q4Y2U0YmQtNmJkZS00YjVmLTg0MTYtYjljNDk1NDg3NDliXkEyXkFqcGc@._V1_SX300.jpg,56%,60/100
Bitter Melon,145 9th St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,-122.4138534,37.7758595,South of Market,tt7241800,2018,movie,"Comedy, Crime, Drama","BITTER MELON is the third feature film from filmmaker H.P. Mendoza (Colma: The Musical, Fruit Fly, I Am a Ghost). It is the story of a Filipino-American family who reunites for a Christmas party at the family home in San Francisco only to find out that Troy, the second oldest child, has been ruling the house with fear-intimidating everyone who lives there-including his mother, and even physically abusing his wife. What starts as a fun holiday reunion turns into a darkly humorous crime scene as Declan, the youngest son, leads the family as they conspire on how to best murder the violent and abusive Troy.",English,United States,,110,2 wins,5.7,203,59,,https://m.media-amazon.com/images/M/MV5BMjAzNDU2MmYtMWNlNC00Y2NhLWIwNTgtODhkY2RmYWNmMjY4XkEyXkFqcGc@._V1_SX300.jpg,86%,59/100
Getting Even with Dad,140 Maiden Lane,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,-122.4059124,37.7882738,Financial District/South Beach,tt0109891,1994,movie,"Comedy, Crime, Family","Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",English,United States,PG,109,2 nominations total,4.9,9160,31,"$18,869,594 ",https://m.media-amazon.com/images/M/MV5BYTA0ZWY4YzctMmQ2Ni00YzZlLThhYWUtMjE5YmFkZTVmMDI1XkEyXkFqcGc@._V1_SX300.jpg,3%,31/100
Interview with the Vampire,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,-122.3936136,37.7954425,Financial District/South Beach,tt0110148,1994,movie,"Drama, Fantasy, Horror","Against the backdrop of a gloomy San Francisco, the nearly two-century-old vampire, Louis de Pointe du Lac, recounts the unbelievable story of his eternal transformation and a life worse than death to the sceptic reporter, Daniel Molloy. Spanning two hundred years of cruel betrayals, extreme solitude, and unquenched thirst, Louis' grimly fascinating tale pivots around his perpetually regrettable decision to embrace the dictatorship of blood, and, above all, his maker: the seductive blonde aristocrat of death, Lestat de Lioncourt. Is Louis' mystical epic of bloodshed genuine? Is this, indeed, an interview with a vampire?","English, French",United States,R,123,Nominated for 2 Oscars. 24 wins & 34 nominations total,7.5,372902,62,"$105,264,608 ",https://m.media-amazon.com/images/M/MV5BYzJlN2NiZDQtZmI4NC00ZWFiLWFmMTUtMWM4ODVlOGFlODY1XkEyXkFqcGc@._V1_SX300.jpg,66%,62/100
Forrest Gump,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Paramount Pictures,Paramount Pictures,Robert Zemeckis,Eric Roth,Tom Hanks,Robin Wright,,-122.4491285,37.8026694,Marina,tt0109830,1994,movie,"Drama, Romance","Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone.",English,United States,PG-13,142,Won 6 Oscars. 51 wins & 74 nominations total,8.8,2477413,82,"$330,455,270 ",https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_SX300.jpg,75%,82/100
Dirty Harry,Forest Hill Station- MUNI,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,-122.4591718,37.7480485,West of Twin Peaks,tt0066999,1971,movie,"Action, Crime, Thriller","In 1971, San Francisco faces the terror of a maniac known as the ""Scorpio Killer"" (Andrew Robinson), who snipes at innocent victims and demands ransom through notes left at the scene of the crime. Inspector ""Dirty"" Harry Callahan (Clint Eastwood) is assigned to the case along with his newest partner Inspector Chico Gonzalez (Reni Santoni) to track down Scorpio and stop him. Using humiliation and cat-and-mouse type of games against Callahan, Scorpio is put to the test with the cop with a dirty attitude.",English,United States,R,102,2 wins & 4 nominations total,7.7,179853,87,"$35,988,495 ",https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_SX300.jpg,89%,87/100
Basic Instinct,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,-122.39658,37.79021,Financial District/South Beach,tt0103772,1992,movie,"Drama, Mystery, Romance","A former rock star, Johnny Boz, is brutally killed during sex, and the case is assigned to detective Nick Curran of the SFPD. During the investigation, Nick meets Catherine Tramell, a crime novelist who was Boz's girlfriend when he died. Catherine proves to be a very clever and manipulative woman, and though Nick is more or less convinced that she murdered Boz, he is unable to find any evidence. Later, when Nilsen, Nick's rival in the police, is killed, Nick suspects of Catherine's involvement in it. He then starts to play a dangerous lust-filled mind game with Catherine to nail her, but as their relationship progresses, the body count rises and contradicting evidences force Nick to start questioning his own suspicions about Catherine's guilt.","English, Spanish","France, United States",R,127,Nominated for 2 Oscars. 6 wins & 23 nominations total,7.1,241317,43,"$117,727,224 ",https://m.media-amazon.com/images/M/MV5BMjlhMGM2ZWItN2ZhZi00YzU0LTg1MTQtNzczZmY3OGJlOGM4XkEyXkFqcGc@._V1_SX300.jpg,56%,43/100
Murder in the First,Patricia's Green,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,-122.4243795,37.775961,Hayes Valley,tt2402061,2014,series,"Crime, Drama, Mystery","A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.",English,United States,TV-MA,1,2 wins & 2 nominations total,7.3,8057,,,https://m.media-amazon.com/images/M/MV5BMDJhYmQyYmUtZDg4ZS00M2RmLWFjZmYtMmMxYWVlZDYzNTA5XkEyXkFqcGc@._V1_SX300.jpg,,
Dope Queens,945 Larkin Street,,TomorrowLand Productions Co Inc.,TBD,Grafton Reyes Doyle,Grafton Reyes Doyle,Alexandra Grey,Pierson Fodé,Trace Lysette,-122.4184826,37.786791,Tenderloin,tt11791362,2021,movie,Drama,"A fluorescent, action-packed romantic thriller where three undeniably remarkable friends move to San Francisco after meeting in protective custody. Despite being free, as a chosen family they find themselves locked in a prison of their own making.",English,United States,,,,,,,,,,
Nash Bridges,"San Francisco Bar Pilots Association, Pier 9 East End",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,-122.3961126,37.8010939,Financial District/South Beach,tt10665108,2021,movie,"Crime, Drama","After a year as civilian, old Nash is back in SFPD's SIU to investigate a series of ""unrelated"" murders.",English,United States,TV-14,82,1 nomination,5.9,1576,,,https://m.media-amazon.com/images/M/MV5BZTc1Y2M3MWQtMzUwMy00ZmNkLWFlNjktNzMxMDM0NjYxMWNmXkEyXkFqcGc@._V1_SX300.jpg,,
Nash Bridges,"San Francisco Bar Pilots Association, Pier 9 East End",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,-122.3961126,37.8010939,Financial District/South Beach,tt10665108,2021,movie,"Crime, Drama","After a year as civilian, old Nash is back in SFPD's SIU to investigate a series of ""unrelated"" murders.",English,United States,TV-14,82,1 nomination,5.9,1576,,,https://m.media-amazon.com/images/M/MV5BZTc1Y2M3MWQtMzUwMy00ZmNkLWFlNjktNzMxMDM0NjYxMWNmXkEyXkFqcGc@._V1_SX300.jpg,,
To the Ends of the Earth,,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,Signe Hasso,Maylia,,,,tt0040887,1948,movie,"Crime, Film-Noir, Thriller","Based on the files of the United States Department of Treasury. Commissioner Michael Barrows is an American Government Agent. On board a Coast Gaurd boat off the California coast he chases a ship. The Captain of the ship, the Kira Maru, panics and ruthlessly sends 100 Chinese slaves to a watery death. Barrows recovers a live preserver that tells him the ship is out of Shanghai. He travels there to track down the ship's captain and discovers that these deaths point to a huge drug smuggling operation. In Shanghai, while searching for the captain of the Kira Maru, he becomes suspicious of a women, Ann Grant, believing she's Jean Hawks the narcotics ringleader. He follows the narcotics trail ""to the ends of the Earth"" taking him from Shanghai to Cairo, Beirut and Havana to stop the drugs and the jean Hawks ring at the US border.",English,United States,Approved,109,1 nomination,6.9,886,,,https://m.media-amazon.com/images/M/MV5BYjA0ZjZiNGUtNTM4ZS00Y2QxLWIyY2UtZDZhYjU5NWM3NDcwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,,
Doctor Dolittle,Telegraph Hill Blvd (Telegraph Hill),,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,-122.4060487,37.8027862,North Beach,tt0118998,1998,movie,"Comedy, Family, Fantasy","Dr. John Dolittle has the world in his hands: A beautiful wife at his side, two adorable daughters and a career that could not go better. One night, he nearly runs over a dog with his car. The dog yells ""bonehead"" and disappears. From then on, his childhood ability is back: To communicate with animals. Unfortunately, the word of Dolittle's ability is spreading quickly. Soon, many animals from rat to horse flock to his place to get medical advice. But his colleagues suspect he's going mad, and as the clinic Dolittle used to work for is about to being taken over for a huge amount of money, many decisions have to be made. Believe him? Put him into a mental institution? Sell the clinic? But also his family is close to breaking apart. Until a circus tiger falls seriously ill.",English,United States,PG-13,85,4 wins & 10 nominations total,5.4,107260,46,"$144,156,605 ",https://m.media-amazon.com/images/M/MV5BMTI2NThkYjYtMWZjNi00ZGEwLTgyNjEtOTlhZTA3MmEzYzVhXkEyXkFqcGc@._V1_SX300.jpg,44%,46/100
